Inc ID,Event type ID,Lang,# of Ref texts,day_0,day_1,day_2_to_30,day_31_beyond,unknown
http://www.wikidata.org/entity/Q23018346,http://www.wikidata.org/entity/Q858439,en,4,0,0,1,0,3
http://www.wikidata.org/entity/Q4147375,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q5285326,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q30635857,http://www.wikidata.org/entity/Q858439,en,4,0,0,0,0,4
http://www.wikidata.org/entity/Q4781931,http://www.wikidata.org/entity/Q81054,en,5,0,0,0,1,4
http://www.wikidata.org/entity/Q39047048,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q5501881,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q6155838,http://www.wikidata.org/entity/Q81054,en,1,0,0,1,0,0
http://www.wikidata.org/entity/Q39046296,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q21714331,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q39060208,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q30643826,http://www.wikidata.org/entity/Q858439,en,3,0,0,0,0,3
http://www.wikidata.org/entity/Q198851,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q29096745,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q7487455,http://www.wikidata.org/entity/Q868557,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q5598969,http://www.wikidata.org/entity/Q81054,en,4,0,0,0,2,2
http://www.wikidata.org/entity/Q1481974,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,0,3
http://www.wikidata.org/entity/Q60448181,http://www.wikidata.org/entity/Q858439,en,11,0,0,0,0,11
http://www.wikidata.org/entity/Q3789908,http://www.wikidata.org/entity/Q868557,en,3,0,0,0,2,1
http://www.wikidata.org/entity/Q7053914,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,1,2
http://www.wikidata.org/entity/Q39046100,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q39059982,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q39047060,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q20710134,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q39046281,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q30643828,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q23018267,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q55636645,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q48842059,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q23018347,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q30643823,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q7511477,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q3591470,http://www.wikidata.org/entity/Q81054,en,9,0,0,0,4,5
http://www.wikidata.org/entity/Q60519452,http://www.wikidata.org/entity/Q858439,en,10,0,0,1,0,9
http://www.wikidata.org/entity/Q60519448,http://www.wikidata.org/entity/Q858439,en,13,0,0,0,0,13
http://www.wikidata.org/entity/Q4575042,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q4782020,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q23018277,http://www.wikidata.org/entity/Q858439,en,3,0,1,0,0,2
http://www.wikidata.org/entity/Q60519438,http://www.wikidata.org/entity/Q858439,en,10,1,0,0,0,9
http://www.wikidata.org/entity/Q5111285,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q39047253,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q48843780,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q39047233,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q60771644,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q3586550,http://www.wikidata.org/entity/Q858439,en,3,0,0,0,0,3
http://www.wikidata.org/entity/Q60519453,http://www.wikidata.org/entity/Q858439,en,9,1,0,0,0,8
http://www.wikidata.org/entity/Q3517855,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,2,1
http://www.wikidata.org/entity/Q4611820,http://www.wikidata.org/entity/Q81054,en,3,0,2,1,0,0
http://www.wikidata.org/entity/Q60519405,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q3586578,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q39060196,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q5985531,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q2115164,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q39060209,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q186166,http://www.wikidata.org/entity/Q81054,en,29,0,0,0,15,14
http://www.wikidata.org/entity/Q5567218,http://www.wikidata.org/entity/Q868557,en,6,0,0,0,2,4
http://www.wikidata.org/entity/Q30644575,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q56279898,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q4621984,http://www.wikidata.org/entity/Q81054,en,25,2,3,6,3,11
http://www.wikidata.org/entity/Q957459,http://www.wikidata.org/entity/Q868557,en,63,0,0,0,57,6
http://www.wikidata.org/entity/Q60519415,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q60519479,http://www.wikidata.org/entity/Q858439,en,17,0,0,0,0,17
http://www.wikidata.org/entity/Q7076908,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q5651331,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q30643933,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q39047236,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q58433554,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q23018035,http://www.wikidata.org/entity/Q858439,en,5,0,0,0,0,5
http://www.wikidata.org/entity/Q4793607,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q309578,http://www.wikidata.org/entity/Q868557,en,8,0,3,0,1,4
http://www.wikidata.org/entity/Q6155782,http://www.wikidata.org/entity/Q81054,en,5,0,0,2,1,2
http://www.wikidata.org/entity/Q434319,http://www.wikidata.org/entity/Q868557,en,6,1,0,0,5,0
http://www.wikidata.org/entity/Q23137,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q3586530,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q5598781,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,0,3
http://www.wikidata.org/entity/Q11689148,http://www.wikidata.org/entity/Q81054,en,11,0,0,2,0,9
http://www.wikidata.org/entity/Q6488019,http://www.wikidata.org/entity/Q858439,en,1,1,0,0,0,0
http://www.wikidata.org/entity/Q4611790,http://www.wikidata.org/entity/Q81054,en,1,1,0,0,0,0
http://www.wikidata.org/entity/Q23018229,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q5439799,http://www.wikidata.org/entity/Q81054,en,14,0,0,0,5,9
http://www.wikidata.org/entity/Q30643932,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q52557797,http://www.wikidata.org/entity/Q81054,en,1,1,0,0,0,0
http://www.wikidata.org/entity/Q55616701,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q22025837,http://www.wikidata.org/entity/Q858439,en,5,0,0,0,0,5
http://www.wikidata.org/entity/Q30643937,http://www.wikidata.org/entity/Q858439,en,4,0,0,0,0,4
http://www.wikidata.org/entity/Q60519467,http://www.wikidata.org/entity/Q858439,en,17,0,0,0,0,17
http://www.wikidata.org/entity/Q2391690,http://www.wikidata.org/entity/Q81054,en,10,0,0,9,0,1
http://www.wikidata.org/entity/Q39046322,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q2662317,http://www.wikidata.org/entity/Q868557,en,4,0,0,0,1,3
http://www.wikidata.org/entity/Q10971509,http://www.wikidata.org/entity/Q868557,en,7,0,0,0,0,1
http://www.wikidata.org/entity/Q30644587,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q60519416,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q4561228,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q84027698,http://www.wikidata.org/entity/Q858439,en,3,0,0,0,0,3
http://www.wikidata.org/entity/Q61963712,http://www.wikidata.org/entity/Q81054,en,5,0,0,0,0,5
http://www.wikidata.org/entity/Q170652,http://www.wikidata.org/entity/Q81054,en,4,0,0,0,1,3
http://www.wikidata.org/entity/Q21872497,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q60519480,http://www.wikidata.org/entity/Q858439,en,15,0,0,0,0,15
http://www.wikidata.org/entity/Q24965514,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q23018287,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q17000791,http://www.wikidata.org/entity/Q868557,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q30643807,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q932149,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q60441824,http://www.wikidata.org/entity/Q858439,en,18,0,1,1,0,16
http://www.wikidata.org/entity/Q60519458,http://www.wikidata.org/entity/Q858439,en,34,0,0,1,0,33
http://www.wikidata.org/entity/Q7053913,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q3403123,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q48842073,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q39047061,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q48843820,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q4595154,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q1549050,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,0,1
http://www.wikidata.org/entity/Q55604835,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q12858077,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,2,1
http://www.wikidata.org/entity/Q4612040,http://www.wikidata.org/entity/Q868557,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q5066472,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q30641790,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q55604839,http://www.wikidata.org/entity/Q858439,en,5,1,0,0,1,3
http://www.wikidata.org/entity/Q30644134,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q12064441,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,1,2
http://www.wikidata.org/entity/Q48845359,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q39047251,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q1325863,http://www.wikidata.org/entity/Q868557,en,17,0,0,0,12,5
http://www.wikidata.org/entity/Q60519449,http://www.wikidata.org/entity/Q858439,en,12,0,0,0,0,12
http://www.wikidata.org/entity/Q39060199,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q48842053,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q4609262,http://www.wikidata.org/entity/Q81054,en,2,0,1,1,0,0
http://www.wikidata.org/entity/Q10681317,http://www.wikidata.org/entity/Q81054,en,3,0,0,1,1,1
http://www.wikidata.org/entity/Q7570230,http://www.wikidata.org/entity/Q81054,en,8,0,0,0,5,3
http://www.wikidata.org/entity/Q39060201,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q5598659,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,2,0
http://www.wikidata.org/entity/Q13451278,http://www.wikidata.org/entity/Q81054,en,28,0,0,0,6,22
http://www.wikidata.org/entity/Q30638578,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q39047240,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q60519471,http://www.wikidata.org/entity/Q858439,en,9,1,0,0,0,8
http://www.wikidata.org/entity/Q39046031,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q60519437,http://www.wikidata.org/entity/Q858439,en,25,0,0,4,0,21
http://www.wikidata.org/entity/Q2090886,http://www.wikidata.org/entity/Q81054,en,7,0,0,1,0,6
http://www.wikidata.org/entity/Q25046275,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q23018273,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q30642369,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q166283,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q30644585,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q8064873,http://www.wikidata.org/entity/Q868557,en,2,0,0,0,2,0
http://www.wikidata.org/entity/Q39046325,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q39059975,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q6839755,http://www.wikidata.org/entity/Q858439,en,6,0,0,0,2,4
http://www.wikidata.org/entity/Q30644113,http://www.wikidata.org/entity/Q858439,en,4,0,0,0,1,3
http://www.wikidata.org/entity/Q60441838,http://www.wikidata.org/entity/Q858439,en,11,0,0,0,0,11
http://www.wikidata.org/entity/Q4610424,http://www.wikidata.org/entity/Q81054,en,1,0,0,1,0,0
http://www.wikidata.org/entity/Q4599837,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q56279392,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q4601957,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q4927032,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q5600047,http://www.wikidata.org/entity/Q81054,en,5,0,0,3,2,0
http://www.wikidata.org/entity/Q7076933,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q6312086,http://www.wikidata.org/entity/Q81054,en,2,0,0,2,0,0
http://www.wikidata.org/entity/Q30643836,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q55604838,http://www.wikidata.org/entity/Q858439,en,2,0,0,0,1,1
http://www.wikidata.org/entity/Q30642189,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q30642200,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q30641305,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q60442108,http://www.wikidata.org/entity/Q858439,en,12,1,0,0,0,11
http://www.wikidata.org/entity/Q60441801,http://www.wikidata.org/entity/Q858439,en,8,0,0,0,0,8
http://www.wikidata.org/entity/Q30642708,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q60519433,http://www.wikidata.org/entity/Q858439,en,9,1,0,0,0,8
http://www.wikidata.org/entity/Q30973589,http://www.wikidata.org/entity/Q868557,en,90,0,0,4,38,48
http://www.wikidata.org/entity/Q21872940,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q7570228,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,0,2
http://www.wikidata.org/entity/Q5148818,http://www.wikidata.org/entity/Q81054,en,2,0,0,0,2,0
http://www.wikidata.org/entity/Q3303211,http://www.wikidata.org/entity/Q81054,en,6,0,0,0,6,0
http://www.wikidata.org/entity/Q16958645,http://www.wikidata.org/entity/Q81054,en,3,0,0,0,2,1
http://www.wikidata.org/entity/Q60519428,http://www.wikidata.org/entity/Q858439,en,10,0,0,0,0,10
http://www.wikidata.org/entity/Q7425636,http://www.wikidata.org/entity/Q81054,en,2,0,0,2,0,0
http://www.wikidata.org/entity/Q23016793,http://www.wikidata.org/entity/Q858439,en,1,0,0,1,0,0
http://www.wikidata.org/entity/Q5598783,http://www.wikidata.org/entity/Q81054,en,7,0,0,1,2,4
http://www.wikidata.org/entity/Q39060080,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q39059980,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q2906686,http://www.wikidata.org/entity/Q81054,en,1,0,0,1,0,0
http://www.wikidata.org/entity/Q56279377,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q48842075,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
http://www.wikidata.org/entity/Q6495330,http://www.wikidata.org/entity/Q81054,en,1,0,0,0,0,1
http://www.wikidata.org/entity/Q56279556,http://www.wikidata.org/entity/Q858439,en,1,0,0,0,1,0
